[Header],,,
[Manifests],,,
A,HumanCytoSNP -12 v 2-1 H,,
[Data],,,
Sample_ID,Sample_Name,SentrixBarcode_A,SentrixPosition_A
201044580028_R01C02,2I74,201044580028,R01C02
201044580028_R02C01,2I75,201044580028,R02C01
201044580028_R02C02,2I76,201044580028,R02C02
201040010057_R03C02,2J94,201040010057,R03C02
201040010057_R04C01,2J95,201040010057,R04C01
