[Header],,,
[Manifests],,,
A,CytoSNP-850Kv1-2_iScan_B3,,
[Data],,,
Sample_ID,Sample_Name,SentrixBarcode_A,SentrixPosition_A
203668680038_R04C01,2S85,203668680038,R04C01
202835140123_R02C01,2U81,202835140123,R02C01
203668680048_R02C01,2S56,203668680048,R02C01
